gene_accession,SOY05u_t2_M_MB,SOY01u_t2_M_MB,SOY04e_t2_M_MB,SOY03e_t2_M_MB,SOY02u_t2_M_MB,SOY05e_t2_M_MB,SOY02e_t2_M_MB,SOY03u_t2_M_MB,SOY01e_t2_M_MB,SOY04u_t2_M_MB
MEG_7169/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,8,14,14,8,46,34,12,22,10,48
MEG_6094/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,48,62,63,40,190,131,83,221,296,209
MEG_7118/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,109,98,74,91,215,137,96,137,194,219
MEG_6878/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,2,0,0
MEG_7856/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,12,0,5,7,170,152,24,25,223,48
MEG_6159/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,6,0,0,0,0,0,0,0,6
MEG_6791/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,2,0,0
MEG_3979/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,879,920,407,585,1661,905,645,1242,1090,2126
MEG_3008/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,10,10,6,0,0,0,0
MEG_6698/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_2500/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,3,0
MEG_4170/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKC,28,0,17,0,188,106,0,0,0,26
MEG_8254/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,517,1267,585,605,1896,853,842,1745,1279,2403
MEG_4377/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/OSCA,0,0,0,0,2,0,0,0,1,0
MEG_6095/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,68,0,0,0,60,64,0,102,160
MEG_6900/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,6,0,0,0,0
MEG_7137/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,36,50,34,37,89,58,44,55,64,81
MEG_321/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,0,20
MEG_4326/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,64,20,6,6,0,12
MEG_2458/Metals/Copper_resistance/Copper_resistance_protein/CUTF,8,0,2,3,40,127,0,2,0,18
MEG_1156/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSC,0,0,0,0,10,0,0,0,0,0
MEG_6547/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/SOXR,0,0,0,0,18,0,0,0,0,4
MEG_3216/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,80,0,114,0,62,132,97,265
MEG_2122/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,8,1,0,6,80,68,8,6,2,36
MEG_3597/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/LMRD,0,0,0,0,0,0,66,136,84,186
MEG_4060/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MREA,0,0,0,0,0,24,0,0,0,46
MEG_6610/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,6,0,0,0,0,2,4,4,2
MEG_6924/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_8695/Drugs/betalactams/Class_C_betalactamases/SFDC,0,0,0,0,105,0,0,0,0,0
MEG_1275/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,26,0,0,0,0,0
MEG_3868/Metals/Mercury_resistance/Mercury_resistance_protein/MERE,6,0,0,0,0,1,0,0,0,0
MEG_7859/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUC,4,0,11,0,28,68,23,6,7,26
MEG_2032/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,0,0,0,0,0,0,82
MEG_3573/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,4,0,0,0,0,0
MEG_2791/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,0,0,4,0,8,0,0,2,7
MEG_7110/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,51,69,35,49,111,72,63,101,106,132
MEG_7850/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ZIPB,0,0,0,0,32,0,0,0,0,40
MEG_6801/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,2,1,0,0,4,4,0,0
MEG_962/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,2,0
MEG_5785/Drugs/Lipopeptides/Colistin_resistant_mutant/PHOQ/RequiresSNPConfirmation,0,0,0,0,32,0,0,0,0,0
MEG_3984/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,262,470,236,257,1013,379,410,554,318,983
MEG_4061/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/MSBA,40,34,32,44,262,277,40,64,179,188
MEG_3229/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,32,0,0
MEG_4171/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,0,0,0,0,80,74,0,0,0,26
MEG_5320/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,0,0,2,0,0,0
MEG_6625/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,23,57,37,31,56,51,16,45,83,200
MEG_7296/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/TTGR,0,0,0,0,34,0,0,0,0,42
MEG_6826/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,4,0,2
MEG_3902/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXB,0,0,0,0,0,0,6,0,0,0
MEG_7140/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,142,127,106,153,325,197,125,210,302,369
MEG_2877/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABL,0,0,0,0,22,0,0,0,0,0
MEG_6528/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,0,0,0,0,0,82
MEG_2868/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,0,0,0,0,32,26,0,0,0,0
MEG_7812/Metals/Iron_resistance/Iron_resistance_protein/YBTQ,24,0,0,0,197,186,12,0,85,43
MEG_4369/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,8,0,0,0,0
MEG_2899/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,0,0,0,0,54,69,0,46,0,58
MEG_6922/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,4,0,0
MEG_5373/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,176,178,120,140,287,243,203,289,357,441
MEG_2893/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/FECD,0,0,0,0,22,73,0,0,0,0
MEG_7855/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,11,0,6,5,87,56,11,8,109,55
MEG_3599/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/LMRS,0,0,0,0,70,0,0,0,0,156
MEG_7898/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,2,0,0,0
MEG_4087/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/MTRR/RequiresSNPConfirmation,0,0,0,0,14,0,0,0,0,0
MEG_2798/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,0,0,74,54,36
MEG_1607/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,12,13,0,0,0,4,15,5,6
MEG_5409/Drugs/betalactams/Penicillin_binding_protein/PBP4B,0,0,0,0,31,93,0,0,0,0
MEG_6174/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEX,6,2,0,0,31,0,0,0,0,27
MEG_1685/Drugs/Multi_drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CFRC,0,0,0,0,0,0,0,0,48,94
MEG_7197/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETRM/RequiresSNPConfirmation,0,0,0,0,0,0,8,0,0,0
MEG_6539/Biocides/Multi_biocide_resistance/Multi_biocide_MFS_efflux_pump/SMVA,0,0,10,16,44,49,0,20,0,42
MEG_6988/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET39,0,0,0,0,0,0,0,0,0,8
MEG_4328/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,20,6,0,0,0,0
MEG_8034/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,0,0,10
MEG_7221/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,0,4,4,23,0,11,8,5,10
MEG_3190/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,60
MEG_2073/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,0,0,14,0,0,0,0,6
MEG_2579/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRG,0,0,0,0,0,0,10,0,0,0
MEG_6622/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,16,43,30,21,54,45,19,38,68,194
MEG_1231/Metals/Copper_resistance/Copper_resistance_regulator/BHSA,17,15,5,0,57,21,10,24,14,22
MEG_3180/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,83,0,50,194,89,48,103,0,194
MEG_3983/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1639,2737,1502,2350,2674,2092,1900,3091,2552,4392
MEG_795/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,2,0,0,0,0,0,0,0,2,0
MEG_1574/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,17,0,0,0,11,0
MEG_7889/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,2,0,0,0,0
MEG_3879/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,0,0,0,0,0,8,8,0
MEG_6614/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,8,0,0,0,0,0,2,2,6
MEG_1254/Drugs/betalactams/Class_B_betalactamases/BLAB,0,0,0,0,0,12,0,16,0,0
MEG_6615/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,67,2,0,0,0,13,19,12,42
MEG_5388/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,75,76,0,98,61,96,128,124,174
MEG_7235/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,16,14,10,10,42,10,16,6,8,26
MEG_4127/Metals/Multi_metal_resistance/Multi_metal_MFS_efflux_regulator/NCRY,0,0,0,0,0,1,0,0,0,0
MEG_5771/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/PERO,0,0,0,0,0,0,0,0,0,154
MEG_3083/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/GADX,0,0,0,0,40,110,0,0,0,0
MEG_1190/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,6,0,6,4,105,88,9,22,7,52
MEG_2986/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,16,0,0,0,0,0
MEG_2689/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBB,0,0,0,0,14,44,0,6,16,4
MEG_6798/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_6637/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,23,48,15,15,41,30,19,29,39,185
MEG_7225/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,14,50,24,10,80,40,38,61,39,104
MEG_6158/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,0,16,0,0,12
MEG_1056/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,0,0,0,0,0,0,0,0,16
MEG_6176/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/SDIA,0,0,0,0,99,59,0,66,90,121
MEG_211/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,10,0,0,0
MEG_3837/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,4,0,0,0,0,60,0,0,0,0
MEG_6435/Drugs/betalactams/Class_A_betalactamases/SHV,0,0,0,0,0,2,0,0,0,0
MEG_7079/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,0,10,0,0,18,0,0
MEG_8635/Drugs/Lipopeptides/Colistin_resistant_mutant/PMRAR/RequiresSNPConfirmation,12,0,0,0,40,12,0,0,0,0
MEG_4748/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,60,60,154,138,122
MEG_7117/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,22,18,19,16,63,41,42,32,50,73
MEG_8145/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,57,0,0,62,0,0,136
MEG_5782/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,19,15,2,13,179,46,20,8,78,40
MEG_7249/Drugs/betalactams/Class_B_betalactamases/THINB,0,0,0,0,0,22,0,0,0,0
MEG_4604/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,50,0,0,0,0,0
MEG_7022/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,0,0,0,106
MEG_6948/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,0,0
MEG_7635/Biocides/Multi_biocide_resistance/Multi_biocide_ABC_efflux_pump/VCAM,0,0,0,0,0,0,0,0,0,81
MEG_7115/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,157,133,110,155,318,256,145,250,268,342
MEG_4299/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/OPRM,0,0,0,0,30,0,0,0,0,0
MEG_6914/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,4,2,2,0,0
MEG_3587/Drugs/Lipopeptides/Daptomycin_resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,18
MEG_7621/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATA,0,0,0,0,0,0,0,20,22,12
MEG_3894/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,0,0,20
MEG_6142/Drugs/Mycobacterium_tuberculosis_specific_Drug/Pyrazinamide_resistant_mutant/RPSA/RequiresSNPConfirmation,190,445,181,152,853,338,304,415,238,747
MEG_6940/Drugs/betalactams/Class_A_betalactamases/TEM,4,0,0,0,0,4,6,0,0,0
MEG_7059/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,75,66,19,12,80,73,23,37,387,159
MEG_1101/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH9,0,0,0,0,0,0,22,0,0,0
MEG_1632/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATP/RequiresSNPConfirmation,0,0,0,0,0,0,12,0,0,0
MEG_7595/Drugs/Glycopeptides/VanA_type_accessory_protein/VANYA,0,0,0,0,0,0,0,0,38,0
MEG_6931/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,4,0,0,0,4,2,0,0
MEG_1748/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/CMER,0,0,0,0,26,14,0,0,0,20
MEG_7449/Drugs/Glycopeptides/VanA_type_regulator/VANRA,0,0,0,0,10,0,0,0,0,0
MEG_6710/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,6,0,0,0
MEG_7900/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,2,0,0
MEG_1095/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,15,24,8,78,97,19,30,26,42,53
MEG_11/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,866,934,527,707,2141,1063,1012,1364,1358,2550
MEG_7521/Drugs/Glycopeptides/VanN_type_regulator/VANSN,0,0,0,0,0,0,0,0,50,0
MEG_3536/Drugs/betalactams/Class_A_betalactamases/LAP,0,0,0,0,0,0,0,0,0,18
MEG_6757/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_4027/Drugs/MLS/Macrolide_phosphotransferases/MPH,0,0,22,0,0,24,0,36,16,0
MEG_7119/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,17,17,13,22,26,23,21,28,34,63
MEG_5856/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/QACR,6,0,0,10,8,0,8,0,0,0
MEG_1086/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,53,35,8,112,129,21,36,32,50,61
MEG_2884/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/FARA,0,0,0,0,0,0,0,0,0,28
MEG_3141/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,0,0,4,0,71,97,12,7,0,13
MEG_3571/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,6,0,0,0,0,0
MEG_5327/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,106
MEG_739/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,0,0,0,0,0,0,0,2
MEG_3214/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,259,257,177,196,441,252,191,369,365,682
MEG_5384/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,27,32,27,0,54,0,69
MEG_6044/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/RAMA,5,0,3,4,79,30,4,10,0,29
MEG_5379/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,21,37,0,0,28,0,0,47,0,94
MEG_4/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,2772,3529,1879,2700,6417,3693,3187,4772,4763,8207
MEG_955/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,18,1,0,0,0,8,20,2,0
MEG_4741/Drugs/betalactams/Class_D_betalactamases/OXA,0,18,14,0,0,26,24,24,0,44
MEG_2055/Metals/Copper_resistance/Copper_resistance_protein/COPD,0,0,0,0,0,0,0,4,8,0
MEG_5978/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,4,0,0,0,0
MEG_3622/Biocides/Acetate_resistance/Acetate_resistance_protein/LPDT,0,0,13,16,221,378,32,44,506,105
MEG_7819/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/YDEO,0,0,0,0,32,54,0,0,0,0
MEG_2024/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,0,10,8,0,0,0,0
MEG_2606/Drugs/betalactams/Class_C_betalactamases/DHA,0,0,0,0,0,0,0,0,0,12
MEG_251/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,0,18
MEG_7971/Drugs/Mycobacterium_tuberculosis_specific_Drug/Isoniazid_resistant_mutant/AHPC/RequiresSNPConfirmation,0,0,0,0,0,0,5,0,0,0
MEG_8252/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,639,1736,788,738,2378,1088,1024,2392,1729,3273
MEG_1491/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/CARA,0,0,0,0,261,68,0,0,0,0
MEG_5400/Drugs/betalactams/Penicillin_binding_protein/PBP2,46,60,42,40,404,304,57,195,240,234
MEG_8687/Drugs/Mycobacterium_tuberculosis_specific_Drug/MDR_mutant_promoter/RV0678/RequiresSNPConfirmation,0,0,0,0,16,0,0,28,0,30
MEG_5/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,996,976,562,901,2154,1199,1035,1275,1410,2615
MEG_6586/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,7,0,0,0,2,0,10,0,4
MEG_1908/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,2,0,0,0,0
MEG_6704/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_8709/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,2,0,0,0
MEG_5374/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,42,22,32,16,300,154,36,50,441,176
MEG_2898/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETA,58,0,36,0,117,80,44,88,0,101
MEG_4209/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,14,0,0,0,16,0,0,0,0,60
MEG_283/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,10,0,0,0,10,0,0,14,20,28
MEG_7163/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,20,42,34,22,82,32,39,46,28,84
MEG_2076/Metals/Copper_resistance/Copper_resistance_regulator/COPS,0,0,0,0,0,0,0,0,10,0
MEG_3183/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,63,0
MEG_1182/Biocides/Acid_resistance/Acid_resistance_protein/ASR,0,10,0,0,30,40,13,22,22,28
MEG_3513/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,15,0,16,5,179,147,22,32,116,82
MEG_8095/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSY,0,0,0,0,0,0,0,0,0,20
MEG_2050/Metals/Copper_resistance/Copper_resistance_protein/COPC,14,0,0,0,52,0,0,0,0,0
MEG_4088/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/MTRR/RequiresSNPConfirmation,0,5,0,0,8,0,0,0,0,0
MEG_6861/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_8446/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,5,0,6,63,40,0,26,86,55
MEG_3978/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,692,1125,520,830,1324,1101,1115,1562,1196,2740
MEG_6919/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,4,2,0,6
MEG_7624/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATD,0,0,0,6,16,0,0,0,0,14
MEG_2043/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/COPBM,0,48,0,0,0,0,0,0,0,114
MEG_1747/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/CMER,0,0,0,0,0,0,0,0,0,38
MEG_88/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,44,0,38,28,38,70
MEG_4214/Drugs/Aminocoumarins/Aminocoumarin_efflux_pump/NOVA,46,0,0,0,126,0,0,0,0,182
MEG_6175/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEY,64,0,43,34,624,225,67,101,326,252
MEG_4215/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/NPMA,0,0,0,0,0,0,16,0,18,0
MEG_2707/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRB,0,0,0,0,110,0,0,0,0,145
MEG_3664/Drugs/betalactams/Class_C_betalactamases/MCA,0,0,0,0,0,0,0,0,0,44
MEG_2676/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,12,4,4,0,0,0
MEG_6100/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,275,471,281,277,588,371,358,631,542,1049
MEG_6155/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/RUVBM,8,0,0,0,28,10,14,12,10,16
MEG_1925/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,0,0,14
MEG_2449/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CUSC,0,0,0,0,42,60,10,0,0,36
MEG_4339/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,18,0,0,0,0,0
MEG_2736/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRY,0,0,0,0,33,60,0,0,0,0
MEG_989/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,114,0,0,0,50,0,0,318,256,532
MEG_4163/Metals/Sodium_resistance/Sodium_resistance_protein/NHAB,0,0,0,0,45,108,12,21,0,52
MEG_450/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,4,0,0,0,0,0
MEG_8743/Drugs/betalactams/Class_C_betalactamases/YRC,0,0,0,0,20,36,0,0,0,0
MEG_6949/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,6,0,2,0,4,8,2,0
MEG_1776/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/CMLR,0,0,0,0,62,0,0,34,0,0
MEG_3604/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,10,6,14,0,0,0,0
