gene_accession,HBB04e_t2_M_BC,HBB05e_t2_M_BC,HBB03e_t2_M_BC,HBB04u_t2_M_BC,HBB03u_t2_M_BC,HBB02u_t2_M_BC,HBB02e_t2_M_BC,HBB01u_t2_M_BC,HBB01e_t2_M_BC,HBB05u_t2_M_BC
MEG_5847/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,0,0,0,0,0,0,0,4,0,0
MEG_2780/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,18,0,0,0,0,24,12,0,0,0
MEG_952/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,2,0,0,0,0,0,0
MEG_1461/Drugs/Glycopeptides/Bleomycin_resistance_protein/BLM,0,0,0,0,0,0,0,22,0,0
MEG_3271/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/HNS,9,8,11,9,12,8,12,6,143,6
MEG_7488/Drugs/Glycopeptides/VanA-type_regulator/VANSA,0,0,0,24,0,0,6,0,0,0
MEG_3187/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,21,18,0,7,16,22,9,131,0
MEG_4586/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,8,0,0,0,0
MEG_2772/Drugs/MLS/23S_rRNA_methyltransferases/ERM,36,0,28,54,46,0,36,18,44,34
MEG_3250/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,0,33,17,38,23,33,26,0
MEG_7170/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,38,16,6,45,24,14,10,12,14,18
MEG_3241/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,123,48,201,0,0,0,0,0,140
MEG_3049/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/FPTA,0,0,0,0,0,0,0,0,0,6
MEG_6524/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,8,0,0,0,0,0,0,0,0,0
MEG_7055/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETBP,0,0,0,0,0,62,44,0,89,0
MEG_6147/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRSH/RequiresSNPConfirmation,4781,4541,3504,5433,4955,4923,3370,4323,5319,6659
MEG_7020/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,6,13,0,10,0,9,0,0,0,4
MEG_7123/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,31,27,14,45,8,13,20,14,12,50
MEG_3930/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MEXR,0,0,0,0,0,0,0,18,0,0
MEG_7864/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/ZRAS,12,2,0,2,0,0,0,0,0,0
MEG_3/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1461,2084,890,2711,1208,1453,864,1062,1071,2417
MEG_1559/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,0,0,0,0,12,0,0,0,0,0
MEG_2888/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FBPA,0,0,0,0,0,0,0,44,0,0
MEG_7094/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,8,8,0,0,6,22,0,151,0,123
MEG_7230/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,22,0,4,25,13,10,14,16,13,6
MEG_8450/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,40,13,54,0,29,0,0,0,57
MEG_7252/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,0,10,0,0,0
MEG_6729/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_3636/Drugs/betalactams/Class_B_betalactamases/LRA,0,0,0,0,0,80,0,0,0,0
MEG_2803/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,42,5,18,19,0,8,2,10,25
MEG_7303/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,664,1096,484,1639,737,694,481,428,486,1252
MEG_6924/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_1167/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSH,0,5,0,0,0,0,0,0,0,0
MEG_3883/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR,0,0,6,0,0,0,0,0,2,0
MEG_7137/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,44,25,15,48,17,21,28,13,22,56
MEG_3649/Drugs/betalactams/Class_A_betalactamases/LUS,0,66,0,0,22,0,0,0,0,0
MEG_6933/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,10
MEG_137/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,10,0,0,16,0,0,0,0
MEG_3288/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,0,2,0,0,0,0,0,42,0
MEG_3740/Drugs/Multi-drug_resistance/MDR_23S_rRNA_mutation/MDR23S/RequiresSNPConfirmation,56,30,113,28,127,0,34,95,37,52
MEG_6823/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_2805/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,20,8,30,2,0,6,0,35,44
MEG_4383/Drugs/Tetracyclines/Tetracycline_resistance_ABC_efflux_pumps/OTRC,94,0,0,92,0,0,0,0,0,0
MEG_6671/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_3075/Metals/Aluminum_resistance/Aluminum_ATPase_/G2ALT,0,0,0,0,0,0,0,0,0,8
MEG_6759/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6123/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,226,130,136,151,129,157,111,147,339,169
MEG_7813/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YCHH,2,0,0,0,0,0,0,0,0,0
MEG_5825/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACC,0,0,0,0,0,8,0,12,0,4
MEG_4781/Drugs/betalactams/Class_D_betalactamases/OXA,22,0,0,0,0,0,0,0,0,0
MEG_8639/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/POXT,84,0,68,226,0,140,0,74,80,208
MEG_2463/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CZCB,0,0,0,0,0,0,0,0,0,20
MEG_5400/Drugs/betalactams/Penicillin_binding_protein/PBP2,155,62,82,90,70,102,88,90,186,0
MEG_1174/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,0,0,0,14,0,0,0,0,0,22
MEG_7003/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET50,0,0,48,0,0,84,0,56,0,130
MEG_7052/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,375,277,294,308,322,334,245,315,345,386
MEG_6639/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULIII,0,0,0,0,0,60,0,0,0,70
MEG_1115/Drugs/Multi-drug_resistance/MDR_regulator/ARLR,0,0,0,0,0,0,0,0,0,16
MEG_2841/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,12,0,0,0,0,0,0,0,0,0
MEG_3243/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,171,95,67,0,0,182,0,0,0,202
MEG_3083/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/GADX,14,0,0,6,0,0,0,0,0,0
MEG_352/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,16,0,0,0,0
MEG_3989/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,257,0,187,0,203,227,119,257,147,234
MEG_5380/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,98,91,0,104,0,0,0,0,90,206
MEG_6672/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_1730/Drugs/Lipopeptides/Daptomycin-resistant_mutant/CLS/RequiresSNPConfirmation,0,0,0,0,0,0,0,36,92,0
MEG_6805/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_2131/Drugs/betalactams/Class_A_betalactamases/CRH,0,0,0,0,0,0,0,12,0,0
MEG_6661/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_3196/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,104,0,71,0,104,127,77,74,107,201
MEG_6815/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,2,0,0,0,0,2
MEG_4597/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,14,0,0
MEG_6121/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,326,309,214,260,278,291,179,378,325,374
MEG_7821/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEA,32,12,20,34,22,47,27,24,0,52
MEG_701/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,0,0,0,0,0,0,34,0,0
MEG_7187/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,4,0,4,0,0,0,0,0,0,0
MEG_4094/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,76,18,36,68,28,60,0,0,34,74
MEG_6142/Drugs/Mycobacterium_tuberculosis-specific_Drug/Pyrazinamide-resistant_mutant/RPSA/RequiresSNPConfirmation,544,289,279,476,363,505,276,466,318,700
MEG_3981/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,4537,2292,3078,6068,5430,5273,4440,8100,2925,4599
MEG_992/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,4,0,0,0,0,0,0
MEG_7683/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGA,0,0,0,0,0,0,0,0,0,48
MEG_7310/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,3439,2237,2329,2523,3368,3085,2417,2856,3421,3949
MEG_8702/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6083/Drugs/Multi-drug_resistance/Multi-drug_MFS_efflux_pumps/ROSA,29,34,0,0,0,0,0,0,0,0
MEG_6575/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/SUGE,2,0,0,4,0,0,0,0,0,0
MEG_6087/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,55,24,0,0,0,0,0,0,28
MEG_2136/Metals/Copper_resistance/Copper_resistance_regulator/CSOR,0,0,0,0,0,0,0,0,0,10
MEG_2434/Drugs/betalactams/Class_A_betalactamases/CTX,861,634,505,629,753,636,461,550,727,839
MEG_5385/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,80,0,97,0,0,0,0,85,144
MEG_6085/Drugs/Rifampin/Monooxygenase/ROX,0,0,0,0,0,0,7,0,0,0
MEG_3005/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,0,0,0,0,0,0,6
MEG_7264/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,18,0,0,0,12,0,0,0,31,0
MEG_6519/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMDA,80,0,30,0,51,59,0,60,44,0
MEG_6928/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_8142/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GRLA/RequiresSNPConfirmation,0,0,0,36,43,0,0,35,0,0
MEG_3514/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNE,0,0,0,0,0,10,0,0,0,0
MEG_7883/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB/RequiresSNPConfirmation,0,14,18,20,9,32,21,18,310,0
MEG_6688/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,2
MEG_3296/Drugs/Mupirocin/Mupirocin-resistant_isoleucyl-tRNA_synthetase/ILES/RequiresSNPConfirmation,314,366,368,613,289,334,187,316,459,511
MEG_1722/Metals/Copper_resistance/Copper_resistance_protein/CINA,0,0,0,34,0,17,16,0,0,0
MEG_7109/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,98,58,29,96,20,40,36,41,37,99
MEG_2580/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRI,0,0,0,0,0,32,0,0,0,0
MEG_3016/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSC,0,40,0,82,0,0,0,0,0,60
MEG_2125/Metals/Copper_resistance/Copper_resistance_protein/CRDB,0,0,0,0,0,0,0,0,38,0
MEG_6500/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILB,0,32,0,0,0,0,0,0,0,0
MEG_2063/Metals/Copper_resistance/Copper_resistance_protein/COPL,0,0,0,0,0,0,0,12,0,0
MEG_8442/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,34
MEG_6134/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,25,0,18,0,0,0,0,0,30,51
MEG_6859/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6732/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_5349/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,161,106,70,0,108,0,0,0,110,0
MEG_5424/Metals/Copper_resistance/Copper_resistance_regulator/PCOR,0,0,22,24,0,30,0,32,22,0
MEG_3867/Metals/Mercury_resistance/Mercury_resistance_protein/MERE,0,0,0,0,0,1,0,0,0,0
MEG_5384/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,23,0,11,42,0,25,0,22,0,28
MEG_5816/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,9,4,0,5,4,0,0,0,0,0
MEG_2070/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,0,0,8,0,0,14,0,0
MEG_7554/Drugs/Glycopeptides/VanA-type_resistance_protein/VANXA,0,0,0,4,0,0,0,0,0,0
MEG_1234/Drugs/betalactams/Class_B_betalactamases/BJP1,26,0,0,0,0,0,0,0,0,0
MEG_6552/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_resistance_regulator/SOXS/RequiresSNPConfirmation,0,0,12,2,0,0,6,2,66,0
MEG_5752/Drugs/betalactams/Class_A_betalactamases/PENA,0,0,0,0,0,0,0,78,0,0
MEG_7470/Drugs/Glycopeptides/VanC-type_regulator/VANRC,60,177,48,259,68,24,32,0,34,391
MEG_6126/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,362,510,187,694,267,353,276,190,261,588
MEG_7211/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,65,32,19,58,26,16,20,27,8,42
MEG_3248/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,56,0,20,0,35,62,32,60,0,48
MEG_2873/Biocides/Phenolic_compound_resistance/Triclosan-resistant_mutation/FABG/RequiresSNPConfirmation,59,49,32,31,37,39,49,36,98,90
MEG_7227/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,8,5,0,11,4,0,0,0,0,4
MEG_7865/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/ZUPT,10,0,0,8,0,0,0,0,0,0
MEG_7108/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,55,52,30,69,16,14,18,23,26,90
MEG_6097/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,337,240,220,322,344,390,246,367,343,354
MEG_4078/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/MTRAD,0,0,0,0,0,0,0,0,4,0
MEG_3284/Metals/Nickel_resistance/Nickel_resistance_protein/HUPE,10,0,0,0,0,0,0,0,0,0
MEG_7279/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/TROB,50,0,14,0,0,32,0,36,68,0
MEG_3984/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,605,397,342,527,472,643,354,579,357,769
MEG_6915/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,2
MEG_5329/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,59,0,0,0,46,38,58
MEG_2702/Biocides/Acid_resistance/Acid_resistance_protein/EEFX,0,0,2,0,0,0,0,0,0,0
MEG_7553/Drugs/Glycopeptides/VanA-type_resistance_protein/VANXA,0,0,0,2,0,0,0,0,0,0
MEG_4056/Drugs/Cationic_antimicrobial_peptides/Defensin-resistant_mprF/MPRF,40,46,0,0,0,0,0,0,0,0
MEG_7163/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,39,18,2,36,22,4,6,22,14,20
MEG_3736/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,0,0,0,0,0,0,32,0
MEG_7606/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,22,54,0,0,0,16,0,0,0,0
MEG_6095/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,66,91,76,0,0,0,112,85
MEG_6059/Drugs/betalactams/Class_B_betalactamases/RM3,0,0,0,0,0,30,0,0,0,0
MEG_7596/Drugs/Glycopeptides/VanA-type_accessory_protein/VANYA,0,0,0,9,0,0,0,0,0,0
MEG_1096/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,26,32,5,6,20,12,2,13,4,54
MEG_8253/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,935,977,417,479,647,804,565,736,727,924
MEG_705/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADET1,0,0,20,0,0,28,0,0,0,52
MEG_1311/Drugs/betalactams/Class_A_betalactamases/BLASGM,0,0,0,0,0,22,0,0,0,0
MEG_6906/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,2
MEG_2556/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,22,0
MEG_6657/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_3236/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,31,0,0,52,0,0,0,0,0,36
MEG_3185/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,110,0,0,156,98,0,0,82,72,114
MEG_6892/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_702/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,0,0,48,40,52,26,48,68,44
MEG_2061/Metals/Copper_resistance/Copper_resistance_protein/COPK,0,24,28,0,0,22,0,0,0,0
MEG_7056/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,22,18,8,8,8,28,27,24,21,42
MEG_2948/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,2,0,0,0,0,0,0,0,0
MEG_6925/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,6,0,0,0,4
MEG_3991/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,266,535,138,248,350,183,88,248,190,223
MEG_1642/Drugs/Lipopeptides/Daptomycin-resistant_mutant/CDSA/RequiresSNPConfirmation,50,0,0,0,0,0,0,0,0,50
