gene_accession,CRA02e_t2_M_BC,CRA01u_t2_M_BC,CRA05e_t2_M_QC,CRA01e_t2_M_BC,CRA04u_t2_M_QC,CRA03u_t2_M_BC,CRA03e_t2_M_BC,CRA02u_t2_M_BC,CRA04e_t2_M_QC,CRA05u_t2_M_QC
MEG_4326/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,5,8,0,0,0,0,0,0,0
MEG_5163/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,28,0,0,0,0,0,0,0
MEG_8254/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1429,724,1532,591,1055,1136,595,1048,1369,1957
MEG_2118/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,1,0,0,12,0,1,4
MEG_6625/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,24,15,19,22,10,0,10,15,21,4
MEG_6100/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,488,384,476,418,366,482,292,553,499,699
MEG_3594/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LMRA/RequiresSNPConfirmation,0,0,0,0,0,0,32,0,0,0
MEG_3908/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXE,0,0,0,0,0,0,10,0,0,42
MEG_5322/Drugs/Pactamycin/Pactamycin-resistant_16S_ribosomal_subunit_protein/P16S/RequiresSNPConfirmation,30,0,0,0,0,0,0,0,20,0
MEG_1635/Drugs/betalactams/Class_B_betalactamases/CAU,0,0,0,0,14,0,0,0,0,0
MEG_279/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,60,0
MEG_3217/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,131,112,290,94,121,208,99,179,178,289
MEG_7858/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUB,0,6,0,12,0,26,37,0,16,72
MEG_8036/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/CPRS,0,0,0,0,0,0,26,0,0,34
MEG_7018/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,15,0,6,0,8,12,14
MEG_8140/Drugs/Aminoglycosides/Gentamicin-resistant_ATP-binding_protein/GRDA,0,0,0,0,0,0,0,0,20,0
MEG_6633/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,18,4,16,12,6,4,2,32,6,0
MEG_7092/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,70,9,23,0,0,31,0,79,6,12
MEG_2458/Metals/Copper_resistance/Copper_resistance_protein/CUTF,0,0,0,0,0,0,34,0,12,28
MEG_7330/Drugs/Fosfomycin/Fosfomycin_target_mutation/UHPT/RequiresSNPConfirmation,20,14,13,12,17,24,70,12,35,126
MEG_338/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,10,0
MEG_3341/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,0,10,0
MEG_1182/Biocides/Acid_resistance/Acid_resistance_protein/ASR,0,8,14,0,12,0,1,0,18,17
MEG_4825/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,20,0,0,0,0,0,16,0
MEG_999/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,0,0,0,0,0,6,0
MEG_848/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,4,0,0,0,0,0,6,0,0
MEG_6803/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,2,2,0,0
MEG_7186/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,0,2,0,0,0,0,0,1,2,0
MEG_6529/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,0,0,0,0,45,93
MEG_6094/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,84,80,60,54,122,104,87,98,90,184
MEG_2723/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRASM,0,0,0,0,0,0,27,0,40,69
MEG_6654/Metals/Copper_resistance/Copper_resistance_protein/TCRZ,0,0,0,0,0,0,0,0,10,0
MEG_2766/Drugs/MLS/23S_rRNA_methyltransferases/ERM,14,0,0,0,0,28,0,0,40,0
MEG_8660/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/RANA,0,0,0,14,0,0,0,0,20,0
MEG_2721/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRA,0,0,0,0,31,0,17,0,0,35
MEG_7211/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,24,32,20,25,7,26,8,107,26,44
MEG_6509/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/SILS,0,0,0,10,0,0,4,0,0,0
MEG_3296/Drugs/Mupirocin/Mupirocin-resistant_isoleucyl-tRNA_synthetase/ILES/RequiresSNPConfirmation,411,196,299,123,219,374,217,498,343,322
MEG_8101/Drugs/Metronidazole/fxr_nitroimidazole_reductase/FXRA/RequiresSNPConfirmation,10,0,0,0,0,0,0,0,0,0
MEG_2023/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,0,28,0,0,0,0,0
MEG_2124/Metals/Copper_resistance/Copper_resistance_protein/CRDA,0,0,26,0,0,0,0,0,10,0
MEG_6048/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RCNA,0,0,0,10,0,0,14,0,0,32
MEG_2614/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/DHAP,0,44,0,0,0,0,0,0,34,84
MEG_3917/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXK,0,0,0,0,0,0,46,0,0,0
MEG_5391/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,28,0,33,18,0,21,0,27,34,54
MEG_3284/Metals/Nickel_resistance/Nickel_resistance_protein/HUPE,0,0,0,0,16,0,0,0,0,0
MEG_7230/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,16,13,4,16,5,15,16,33,10,35
MEG_7273/Biocides/Phenolic_compound_resistance/Phenolic_RND_efflux_pump/TRIB,0,0,44,0,0,0,0,0,0,56
MEG_7824/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEB,90,62,83,87,94,85,37,79,69,87
MEG_2934/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,26,0,0,0,0
MEG_2706/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,202,50,120,68,0,217,32,258,76,72
MEG_1171/Metals/Arsenic_resistance/Arsenic_resistance_regulator/ARSR,0,0,0,0,0,0,4,1,0,0
MEG_6531/Biocides/Multi-biocide_resistance/Multi-biocide_MFS_efflux_pump/SMFY,0,0,0,0,0,0,0,0,42,55
MEG_2679/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,4,0,0,0,4
MEG_7883/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB/RequiresSNPConfirmation,32,13,24,9,0,149,73,0,59,68
MEG_3625/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/LPEB,0,0,0,0,0,0,0,0,84,0
MEG_6997/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TET44,0,0,0,0,0,0,0,0,36,0
MEG_6867/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,29,20,29,0
MEG_2888/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FBPA,0,0,22,0,0,0,40,0,30,0
MEG_5777/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/PGPA,0,48,134,0,471,0,570,0,247,209
MEG_3836/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_regulator/MEPR,0,0,0,0,12,0,0,18,20,20
MEG_3179/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,298,192,385,0,189,164,169,308,684,395
MEG_4173/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,0,0,0,0,0,0,19,0,29,50
MEG_4332/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,6,0,0,0,5,0,0,0
MEG_4209/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,0,0,0,0,0,0,0,0,0,30
MEG_4276/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/OLEC,100,0,74,0,0,174,54,0,120,244
MEG_7617/Drugs/Glycopeptides/VanA-type_accessory_protein/VANZA,8,0,0,1,0,0,0,0,0,0
MEG_3279/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_protein/HSMR,0,0,0,0,0,4,0,0,0,0
MEG_2992/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,36,0,0,26,0,0,12,0,48,0
MEG_8076/Drugs/betalactams/Class_B_betalactamases/EBR,0,0,22,0,0,12,0,0,48,0
MEG_2900/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,0,0,42,0,0,0,28,0,42,44
MEG_2074/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,0,0,0,0,0,0,0,16
MEG_2421/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,0,16
MEG_6905/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,8,0,0
MEG_6096/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,60,112,0,0,68,0,0,0,179
MEG_6058/Drugs/MLS/23S_rRNA_methyltransferases/RLMH,0,0,0,0,0,0,0,0,10,0
MEG_7046/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,168,115,151,134,136,125,75,184,153,209
MEG_3893/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,0,0,4
MEG_5826/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACC,0,0,0,0,4,0,0,0,4,0
MEG_2690/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBB,0,0,0,0,0,10,2,0,6,0
MEG_1019/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,18,37,13,6,0,12,19,13,0,1
MEG_3762/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTM,0,0,0,4,0,0,9,0,13,15
MEG_3413/Drugs/betalactams/Class_B_betalactamases/IND,0,0,0,0,0,0,0,0,14,0
MEG_3903/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXB,0,0,0,0,0,0,0,0,41,35
MEG_6984/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET38,0,0,0,0,0,0,0,0,26,0
MEG_2717/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/EMHC,0,0,0,0,0,0,92,0,0,0
MEG_11/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1391,1095,1183,932,1038,1660,728,2291,1082,2717
MEG_7821/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEA,32,27,20,14,0,27,0,17,0,0
MEG_2955/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,5
MEG_1168/Biocides/Naphthoquinone/Naphthoquinone_resistance_protein/ARSHN,0,2,0,0,0,0,0,0,0,0
MEG_973/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,2,0,0
MEG_6946/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_7480/Drugs/Glycopeptides/VanE-type_regulator/VANRE,0,0,0,0,0,0,32,0,116,100
MEG_7045/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,231,182,215,239,193,214,137,319,189,306
MEG_4172/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,0,0,0,0,0,0,16,0,6,8
MEG_3752/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTF,0,0,0,0,0,0,56,0,92,112
MEG_8701/Drugs/betalactams/Class_C_betalactamases/SRT,0,0,0,0,0,0,0,0,4,0
MEG_5381/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,7,0,6,0,73,21,0,29,20
MEG_7256/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/TLRC,102,0,85,0,94,126,119,68,112,258
MEG_1620/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,31,55,0,16,0,251,19,74,0,20
MEG_1009/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,74,16,0,0,0,0,0,0,18,10
MEG_7035/Drugs/Tetracyclines/Tetracycline_resistance_ABC_efflux_pumps/TETA46,0,0,0,0,0,0,0,0,68,0
MEG_2938/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,6,0,0,0,0,0,0,0,0,0
MEG_7103/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,126,82,24,43,20,52,41,311,16,48
MEG_294/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,8
MEG_6765/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_4075/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRE,0,0,0,0,0,0,0,0,80,0
MEG_6895/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_1086/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,20,29,12,6,0,20,21,3,0,0
MEG_7023/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,60,0,0,0,0,0,70,0
MEG_6517/Drugs/betalactams/Class_B_betalactamases/SLB,0,0,36,0,0,0,0,0,32,0
MEG_2887/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/FARR,18,0,20,0,0,0,0,0,0,0
MEG_7111/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,78,44,24,60,14,106,18,185,7,51
MEG_7078/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,6,0,0,0,0,0,0,0,0
MEG_2795/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,3,0,4,0,0,0,0,0,0
MEG_7202/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETT,0,0,0,0,0,0,0,0,48,0
MEG_1164/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,0,7,0,4,0,5,18,0,5,37
MEG_6576/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/SUGE,0,0,0,0,0,0,1,0,2,4
MEG_7306/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,99,135,167,121,232,214,184,234,135,393
MEG_6146/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRSC/RequiresSNPConfirmation,3441,2594,3484,2497,2803,3885,2056,4580,3172,6636
MEG_2024/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,0,0,0,2,0,0,1
MEG_283/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,12,0,0,0,0,0,0,12,10
MEG_1652/Biocides/Biguanide_resistance/Biguanide_cation_efflux/CEPAB,8,0,8,4,0,73,23,0,30,23
MEG_1159/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSC,0,0,0,0,0,0,0,0,6,0
MEG_6998/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TET44,0,0,0,0,0,0,0,0,98,0
MEG_7115/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,128,93,32,86,43,66,64,375,16,54
MEG_2684/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,3,0,8,5
MEG_7003/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET50,82,0,0,0,0,0,0,0,134,0
MEG_3250/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,19,0,97,29,21,0,0,126
MEG_3278/Metals/Copper_resistance/Copper_resistance_protein/HPCOPP,18,0,8,6,0,0,16,30,6,18
MEG_958/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,2,0,0
MEG_8142/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GRLA/RequiresSNPConfirmation,0,28,0,17,0,0,0,0,0,0
MEG_6159/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,20,0,0,0,0,0,26,0,0
MEG_2316/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,3,0,0,0,0
MEG_7246/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETY,0,15,4,8,0,10,8,0,0,0
MEG_3800/Drugs/betalactams/Penicillin_binding_protein/MECC,80,0,0,0,0,0,0,0,56,0
MEG_7806/Drugs/Lipopeptides/Daptomycin-resistant_mutant/WALK/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,74,0
MEG_5856/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/QACR,22,6,8,0,0,12,10,0,12,0
MEG_264/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,10
MEG_6140/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/RPOS,0,0,0,0,0,0,0,0,0,16
MEG_1175/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,0,0,10,0,0,0,0,4,8,0
MEG_1093/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,0,0,0,0,0,0,0,0,32,0
MEG_4348/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,18,0,0,0
MEG_8434/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,32
MEG_3602/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,10,0,0,0,0,0,0,0,0,0
MEG_892/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,4,0,0
MEG_7047/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,154,116,129,109,114,134,62,120,117,179
MEG_6138/Drugs/Glycopeptides/Vancomycin-resistant_mutation/RPOC/RequiresSNPConfirmation,736,497,520,477,398,509,313,838,572,771
MEG_3663/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARR,0,0,0,2,0,0,4,0,0,18
MEG_2862/Drugs/betalactams/Class_A_betalactamases/ERP,0,0,0,0,0,70,32,0,0,0
MEG_1190/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,0,0,8,0,0,3,16,0,12,19
MEG_1745/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEF,0,0,86,0,0,0,0,0,114,0
MEG_4033/Drugs/MLS/Macrolide_phosphotransferases/MPHB,0,0,66,44,0,0,44,0,58,100
MEG_7439/Drugs/Glycopeptides/VanI-type_resistance_protein/VANI,0,0,0,0,0,0,0,0,24,0
MEG_5327/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,55,0
MEG_5767/Drugs/betalactams/Class_A_betalactamases/PER,124,0,0,0,0,0,0,124,54,0
MEG_2656/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/DPR,0,0,0,0,0,0,0,0,12,0
MEG_7585/Drugs/Glycopeptides/VanC-type_resistance_protein/VANXYC,14,0,0,5,0,0,0,0,0,0
MEG_3622/Biocides/Acetate_resistance/Acetate_resistance_protein/LPDT,0,0,21,39,0,24,284,20,63,120
MEG_3/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1160,1083,1266,912,816,1508,718,2447,1134,2254
MEG_728/Drugs/betalactams/Class_C_betalactamases/AMPC,0,0,0,0,0,0,12,2,0,4
MEG_2960/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,60,0,0,44,0
MEG_47/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC3,0,0,0,0,0,0,0,0,16,0
MEG_3586/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,16,0,0,50,0,0,16,0
MEG_4010/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,25,0,30,0,0,19,20,0,39,66
MEG_6592/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,2,0,0,0,0,0
MEG_504/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_regulator/ACTR,0,0,0,0,0,0,0,0,0,3
MEG_7302/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,215,128,342,123,168,335,188,176,304,478
MEG_4285/Drugs/betalactams/Mutant_porin_proteins/OMPD,94,74,110,64,54,96,0,0,116,102
MEG_6637/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,12,14,20,6,6,0,7,22,10,18
MEG_1551/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,0,0,0,0,0,0,0,0,8,0
MEG_1458/Drugs/Glycopeptides/Bleomycin_resistance_protein/BLE,0,0,0,0,0,4,0,0,0,0
MEG_8289/Drugs/Multi-drug_resistance/MDR_mutant_porin_proteins/OMPK/RequiresSNPConfirmation,0,0,0,0,0,0,17,0,12,64
MEG_7486/Drugs/Glycopeptides/VanA-type_regulator/VANSA,0,0,0,0,0,0,0,0,16,0
MEG_5751/Drugs/betalactams/Class_A_betalactamases/PENA,0,0,0,0,0,0,0,0,0,18
MEG_2120/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,2,0,6,0,0,0,5,0,13,8
MEG_8147/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,88,0
MEG_6546/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,30,0,0,26,0,34,0,0,0,53
MEG_5363/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,33,35,0,41,49
MEG_2893/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECD,0,0,0,0,0,0,4,0,0,0
MEG_5775/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/PFR,0,0,0,0,0,0,0,0,0,58
MEG_8242/Drugs/Multi-drug_resistance/MDR_mutation/MDR/RequiresSNPConfirmation,276,0,212,0,0,152,148,0,326,258
MEG_7607/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,0,0,0,0,26,12,0,127,34,0
MEG_7120/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,19,18,13,17,13,23,8,37,0,26
MEG_6112/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,150,99,136,131,82,176,82,241,135,196
MEG_2/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,7056,5454,7315,4827,5304,7589,4333,8250,6414,12049
MEG_5371/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,156,132,125,79,120,164,98,126,113,221
MEG_2119/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,12,0,0,0,0,15,0,10,19
MEG_1185/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/AXY,0,0,0,0,147,0,108,0,0,200
MEG_75/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,24,0
MEG_7104/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,157,124,58,104,52,73,75,546,14,98
MEG_3245/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,500,315,400,378,245,527,275,662,347,681
MEG_8456/Drugs/betalactams/Penicillin_binding_protein/PBP2/RequiresSNPConfirmation,98,0,0,0,0,0,0,0,86,0
MEG_2579/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRG,0,0,0,0,0,0,0,0,14,0
MEG_5350/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,20,0,0,0,22,0,0,0,0,0
MEG_2439/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CUEA,0,78,0,0,133,0,0,0,0,260
MEG_7233/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,6,0,0,3,9,0,6
MEG_2909/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/FIEF,7,0,0,0,0,18,30,0,20,41
MEG_8234/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MACAB/RequiresSNPConfirmation,0,6,0,14,0,14,6,6,0,0
MEG_188/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,36,0,0,0,0,24,0,0,0,0
MEG_3626/Drugs/Lipopeptides/Colistin-resistant_mutant/LPXA/RequiresSNPConfirmation,8,0,0,0,0,0,0,0,14,0
MEG_3180/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,96,60,112,38,103,184,80,130,148,282
MEG_4092/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,48,0
MEG_6129/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,80,221,60,107,197,0,122,125,326
MEG_1180/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/ASMA,0,0,0,4,0,0,25,0,38,38
