gene_accession,CAS05u_t2_M_AB,CAS04e_t2_M_AB,CAS01e_t2_M_AB,CAS03u_t2_M_AB,CAS02e_t2_M_AB,CAS04u_t2_M_AB,CAS03e_t2_M_AB,CAS05e_t2_M_AB,CAS01u_t2_M_AB,CAS02u_t2_M_AB
MEG_6140/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/RPOS,0,3,0,0,0,0,3,6,0,0
MEG_6110/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,178,116,73,118,113,116,116,87,165,114
MEG_7473/Drugs/Glycopeptides/VanC-type_regulator/VANRC,0,0,0,0,0,0,0,0,68,0
MEG_7854/Metals/Zinc_resistance/Zinc_resistance_regulator/ZNTR,0,0,0,0,0,0,13,20,0,0
MEG_2683/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,4,0,0,0,0,0,4,0,0
MEG_3449/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/KEXD,0,0,0,0,0,0,0,38,0,0
MEG_1747/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/CMER,0,14,16,22,0,0,0,0,30,0
MEG_6520/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMDB,19,14,0,14,65,0,105,136,0,40
MEG_6176/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/SDIA,112,74,36,0,44,0,71,48,88,0
MEG_6795/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_6956/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERB,0,0,4,0,0,4,0,0,0,0
MEG_6099/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,87,52,64,64,120,67,207,224,100,64
MEG_318/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,8,0
MEG_3946/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/MGTA,18,30,0,0,39,0,103,179,0,0
MEG_3513/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,15,12,25,0,20,28,69,70,0,13
MEG_6732/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_398/Metals/Arsenic_resistance/Arsenic_resistance_membrane_transporter/ACR3,0,50,0,0,72,48,66,50,178,62
MEG_3599/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/LMRS,0,0,0,0,0,0,0,0,86,90
MEG_2806/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,6,4,0,12,8,0,0,14,10,2
MEG_1167/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSH,0,0,4,0,0,0,0,6,0,0
MEG_6102/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,108,95,113,135,155,126,72,0,157,198
MEG_201/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,6,0
MEG_5344/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,18,0,0,0,0
MEG_4281/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,5,0,0,7,0,5,13,0,0
MEG_3605/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,11,6,0,6,0,0,8,12
MEG_1008/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,0,0,0,0,0,0,0,0,0,40
MEG_6822/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_6082/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ROBA,0,0,0,0,5,0,41,41,0,9
MEG_2023/Metals/Copper_resistance/Copper_resistance_protein/COPA,38,0,0,0,0,0,0,0,0,0
MEG_7029/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,4,0,0,0,2,0
MEG_7116/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,38,14,23,21,16,33,17,22,20,36
MEG_1115/Drugs/Multi-drug_resistance/MDR_regulator/ARLR,0,0,0,0,0,0,0,0,0,14
MEG_1178/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARST,0,0,0,0,0,0,0,22,0,0
MEG_7818/Biocides/Peroxide_resistance/peroxide_resistance_protein/YDEI,8,0,0,0,0,0,8,8,0,0
MEG_6854/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_2887/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/FARR,0,0,0,0,0,12,10,0,0,0
MEG_5367/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,74,156,66,100,140,0,72,68,54,154
MEG_3323/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,18,14,10,0
MEG_3947/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/MGTA,59,0,0,0,30,0,68,98,0,0
MEG_3199/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,330,139,131,172,139,218,180,161,295,186
MEG_5354/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,74,0,0,34,0,0,0,70,0
MEG_2118/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,0,10,0,29,8,0,0
MEG_3982/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,723,510,518,706,729,801,564,898,810,767
MEG_8288/Drugs/betalactams/Mutant_porin_proteins/OMPA,40,570,78,58,57,202,428,121,182,86
MEG_6504/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILF,0,0,0,0,0,0,0,5,0,0
MEG_8648/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACG,0,0,0,0,0,0,0,4,0,2
MEG_1490/Drugs/Cationic_antimicrobial_peptides/Cationic_peptide-resistant_16S_ribosomal_subunit_protein/CAP16S/RequiresSNPConfirmation,3026,3167,2266,3032,3192,3317,3999,3020,3689,3343
MEG_1003/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,0,0,0,0,0,0,16,0,0,0
MEG_7107/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,14,12,8,6,5,12,9,15,5,9
MEG_7858/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUB,12,0,0,0,0,0,35,44,0,0
MEG_2035/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/COPAM,0,0,0,0,0,0,0,0,98,0
MEG_7046/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,105,152,101,101,149,165,147,80,178,188
MEG_3736/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,0,10,14,0,23,6,0,0
MEG_7112/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,5,0,9,13,8,10,6,7,0,8
MEG_1468/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/BLTR,0,0,0,0,0,0,0,12,0,0
MEG_1776/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/CMLR,0,0,0,0,0,0,0,34,0,0
MEG_8261/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRH,0,100,0,0,86,0,0,0,86,118
MEG_7822/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEA,31,0,14,38,26,8,14,19,36,28
MEG_2477/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CZNB,0,108,0,0,0,0,0,0,0,64
MEG_2732/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRK,0,0,0,0,0,0,20,14,0,0
MEG_7622/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATB,0,0,0,0,0,0,0,0,44,34
MEG_2730/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRD,8,0,0,0,12,0,35,56,0,0
MEG_2955/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,3,0,0,0,0,10,8,0,0
MEG_3879/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,14,8,0,0,0,0,0,0
MEG_2795/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,2,2,0,0,4,0,4,0,0
MEG_6540/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,46,32,18,22,23,12,108,55,22,20
MEG_7039/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,80,191,79,91,150,136,123,93,192,153
MEG_7204/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETU,0,0,8,0,0,0,0,0,0,0
MEG_7481/Drugs/Glycopeptides/VanG-type_regulator/VANRG,96,74,60,26,96,68,68,58,104,56
MEG_460/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,14,10,0,0
MEG_1097/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,16,8,10,1,17,15,4,15,20,63
MEG_7891/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,2,0,0
MEG_7040/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,133,202,89,136,215,196,210,158,192,182
MEG_4167/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKA,14,0,0,0,40,0,81,59,0,0
MEG_2654/Metals/Copper_resistance/Copper_resistance_protein/DNAK,234,179,199,252,290,276,212,281,250,238
MEG_2828/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,0,0,0,0,0,0,0,0,12
MEG_2697/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/EBRA,0,0,0,0,0,0,0,4,8,0
MEG_5801/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/PMRF,23,0,0,14,10,0,32,67,0,0
MEG_5361/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,14,21,0,16,18,94,30,18,18
MEG_4008/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,0,8,0,0,12,0,20,17,0,9
MEG_3836/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_regulator/MEPR,0,0,8,8,0,12,0,0,16,0
MEG_7450/Drugs/Glycopeptides/VanA-type_regulator/VANRA,0,0,0,0,0,4,0,0,0,0
MEG_7177/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,4,4,2,10,0,0
MEG_2/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,5832,6368,4458,5697,7142,6440,8520,5742,6939,6532
MEG_7392/Drugs/Glycopeptides/VanG-type_resistance_protein/VANG,0,0,0,0,0,0,18,0,0,0
MEG_7140/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,54,51,21,34,38,98,41,72,63,73
MEG_8069/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,14,0,0,0,0,0,0,8,38
MEG_6906/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_5392/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,201,95,77,157,130,210,134,143,194,155
MEG_3175/Drugs/Lipopeptides/Daptomycin-resistant_mutant/GSHF/RequiresSNPConfirmation,0,170,0,0,132,0,146,104,200,112
MEG_6544/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,0,20,44,0,47,0,0,69,0,0
MEG_7850/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ZIPB,0,0,0,0,0,0,32,22,0,0
MEG_2315/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,6,0,0,0
MEG_2870/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,0,0,0,0,0,0,74,28,0,0
MEG_4203/Biocides/Paraquat_resistance/Paraquat_resistance_protein/NMPC,0,0,8,28,15,0,54,55,0,0
MEG_4103/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MVRC,0,0,0,0,0,0,13,0,0,0
MEG_8450/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,33,27,24,0,20,46,17
MEG_3980/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,942,692,649,829,878,999,730,995,993,925
MEG_6522/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,33,0,0,0,0,0,0,0,0
MEG_6133/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,150,121,79,133,113,126,172,102,150,148
MEG_3591/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,26,0
MEG_8446/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,6,0,0,13,0,43,28,24,0
MEG_291/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,34,0,0,0,0
MEG_7133/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,3,0,9,10,7,11,0,4,6,6
MEG_7019/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,7,0,0,4,0,0
MEG_6853/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_1080/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-PRIME,0,0,0,0,0,0,0,0,38,0
MEG_7037/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,75,144,60,89,112,96,97,84,118,92
MEG_7023/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,32,0,0,0,0,46,76,0
MEG_4596/Drugs/betalactams/Class_D_betalactamases/OXA,0,10,0,0,0,0,0,0,0,0
MEG_6167/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,6,4,0,0,0,0,0,0,0,0
MEG_3917/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXK,0,36,0,0,0,0,0,60,0,0
MEG_2878/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABV,0,0,0,0,0,0,0,0,36,0
MEG_7231/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,2,2,0,2,4,0,0
MEG_6537/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/SMTA,0,0,0,0,0,0,0,0,0,2
MEG_3176/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,54,0,0,0,0,0,94,82
MEG_7667/Drugs/betalactams/Class_A_betalactamases/VEB,10,0,0,0,0,0,0,0,0,0
MEG_7237/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,12,8,6,2,4,6,0,6,12,6
MEG_7058/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,6,55,52,23,5,83,40,14,28,28
MEG_3975/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,899,732,845,876,1163,1382,770,1364,1228,1045
MEG_728/Drugs/betalactams/Class_C_betalactamases/AMPC,4,0,0,0,0,0,2,0,0,0
MEG_8649/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,0,0,0,0,12,14,0,16,0,0
MEG_7016/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,8,0,0,0,25,0
MEG_2112/Drugs/betalactams/Class_B_betalactamases/CPS,0,0,0,0,0,0,20,0,36,0
MEG_1488/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/CADX,0,38,34,0,52,0,22,30,42,0
MEG_7092/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,0,2,0,11,40,0,0,36,0,0
MEG_7057/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,10,51,74,27,4,115,22,25,55,14
MEG_4325/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,4,4,0,0,0
MEG_6500/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILB,0,0,0,0,0,0,43,42,0,0
MEG_5415/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/PCM,0,0,0,0,0,0,0,0,46,0
MEG_888/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,1,0,0,0,0,0,0,0,0
MEG_8646/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACD,0,0,0,0,47,0,0,0,0,0
MEG_3236/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,36,0
MEG_6552/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_resistance_regulator/SOXS/RequiresSNPConfirmation,0,0,18,0,0,6,34,38,8,4
MEG_8442/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,24,0
MEG_4056/Drugs/Cationic_antimicrobial_peptides/Defensin-resistant_mprF/MPRF,0,0,0,0,0,0,0,38,62,0
MEG_3287/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPA,0,6,30,7,8,16,73,36,26,0
MEG_6754/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,4,0
MEG_7802/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VMLR,0,0,0,0,0,0,0,0,0,130
MEG_722/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/ALMG,0,0,24,0,0,0,0,28,0,0
MEG_2948/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,2,2,12,10,0,0
MEG_3185/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,98,0
MEG_2479/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CZRA,0,0,0,0,0,0,0,96,121,50
MEG_7125/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,20,22,22,24,36,35,9,34,36,30
MEG_5331/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,76,0
MEG_1281/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,0,8,0,0,0
MEG_1166/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSDM,0,0,0,0,0,0,4,0,0,0
MEG_952/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,3,0,0,0
MEG_2063/Metals/Copper_resistance/Copper_resistance_protein/COPL,0,0,0,0,0,0,0,0,0,22
MEG_8688/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALB,140,144,0,138,214,0,152,0,132,138
MEG_7252/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,18,0,0,0,0,0,0,22
MEG_6172/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEA,0,0,0,0,0,46,0,0,38,0
MEG_2975/Drugs/Fosfomycin/Fosfomycin_phosphorylation/FOMB,0,0,0,0,0,0,0,0,22,0
MEG_7688/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGAB,0,0,0,0,0,0,0,0,160,0
MEG_2959/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,3,0,0,0,0,41,25,4,0
MEG_4026/Drugs/MLS/Macrolide_phosphotransferases/MPH,0,0,44,0,0,0,0,0,0,0
MEG_3515/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNF,0,0,12,0,0,0,23,20,14,0
MEG_3835/Drugs/Multi-drug_resistance/Multi-drug_MATE_efflux_pump/MEPB,0,0,36,0,0,0,0,26,38,116
MEG_2451/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSF,0,0,0,2,0,0,7,2,0,0
MEG_7222/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,3,4,0,0,4,0,0
MEG_6856/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_2781/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,0,0,30,0,0,0,22,0,0,0
MEG_6921/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_5364/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,0,52,0,0
MEG_7062/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,6,38,120,22,4,133,31,22,64,29
MEG_7210/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,36,21,14,11,18,14,22,34,29,29
MEG_6845/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_6894/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_2700/Drugs/Cationic_antimicrobial_peptides/Edeine_acetyltransferase/EDEQ,34,16,0,0,0,40,0,32,0,34
MEG_4426/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,10,0,0,0,0,0,0,0
MEG_3800/Drugs/betalactams/Penicillin_binding_protein/MECC,0,0,0,0,0,0,0,0,0,36
MEG_3943/Drugs/Multi-drug_resistance/MDR_regulator/MGRA,0,0,0,0,0,0,0,0,0,28
MEG_2660/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/DPR,8,0,0,0,0,0,0,0,0,0
MEG_5814/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTB,39,52,43,70,83,52,194,181,84,44
MEG_5391/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,25,20,0,40,0,32,39,31,45,26
MEG_1010/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,0,0,0,0,0,0,0,0,44,0
MEG_7129/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,9,14,14,25,16,27,8,21,11,12
MEG_8452/Drugs/Multi-drug_resistance/MDR_regulator/PARS,0,0,0,0,0,0,0,30,0,0
MEG_6577/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/SUGE,0,0,0,0,0,0,8,13,0,0
MEG_3221/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,34,0
MEG_7302/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,103,181,174,135,266,203,476,297,202,177
MEG_7486/Drugs/Glycopeptides/VanA-type_regulator/VANSA,0,0,0,0,0,0,0,0,0,26
MEG_6158/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,8,0,0,0,0,0
MEG_2686/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,6,0,0
MEG_6742/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_1800/Drugs/betalactams/Class_C_betalactamases/CMY,0,14,0,0,11,0,0,0,0,0
MEG_7843/Drugs/Lipopeptides/Daptomycin-resistant_mutant/YYBT/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,82,0
MEG_7311/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,41,44,35,40,56,90,26,70,59,58
MEG_854/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,2,0,0,0,0,0,0,0,0,0
MEG_997/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,0,0,0,0,0,0,20
MEG_1072/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-PRIME,0,22,42,0,0,0,0,0,34,0
MEG_7128/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,23,17,17,37,17,23,18,33,36,21
MEG_962/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,1,0,0,0,0,0,0,0,0
MEG_6751/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_3755/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTH,17,0,0,0,13,0,29,48,0,0
MEG_6656/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHB,10,0,10,40,12,4,38,19,6,0
MEG_6700/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,4,0,0,4,0
MEG_2061/Metals/Copper_resistance/Copper_resistance_protein/COPK,0,8,22,20,0,52,0,24,48,32
MEG_2458/Metals/Copper_resistance/Copper_resistance_protein/CUTF,0,0,0,0,0,0,39,31,0,0
MEG_8271/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMG,0,0,0,0,0,0,0,0,0,14
MEG_2936/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,24,0,0,0,0
MEG_8071/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRE,0,0,12,0,0,0,12,0,42,18
MEG_3216/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,116,0,132,113,0
MEG_8023/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,8,0,0
MEG_4741/Drugs/betalactams/Class_D_betalactamases/OXA,10,30,0,0,0,0,12,0,22,30
MEG_4027/Drugs/MLS/Macrolide_phosphotransferases/MPH,0,0,0,0,18,0,0,0,0,0
MEG_5816/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,6,9,0,6,21,0,68,59,0,4
MEG_3408/Drugs/betalactams/Class_B_betalactamases/IND,0,0,0,0,0,0,0,0,0,16
MEG_1275/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,0,18,0,0,0
